Private:Deposits,Private:Loans,Private:GovBonds,Private:Currency,Private:NetWorth,Banks:Loans,Banks:Reserves,Banks:Deposits,Banks:BankEquity,Government:TGA,Government:GovBonds,Government:GovEquity,CentralBank:Reserves,CentralBank:Currency,CentralBank:TGA,CentralBank:GovBonds,CentralBank:CBEq
2250.4848889883297,2462.66435527014,10848.66911831846,0.0,10636.48965203665,2462.66435527014,241.40932327459504,2250.4848889883297,453.5887895564051,0.0,10848.66911831846,-10848.66911831846,241.40932327459504,0.0,0.0,0.0,-241.40932327459504
2268.7780554309543,2487.290998822841,10951.633151977112,0.0,10733.120208585224,2487.290998822841,241.8116721467194,2268.7780554309543,460.3246155386064,0.0,10951.633151977112,-10951.633151977112,241.8116721467194,0.0,0.0,0.0,-241.8116721467194
2287.2506438026326,2512.1639088110696,11054.816482604376,0.0,10829.903217595938,2512.1639088110696,242.21469160029727,2287.2506438026326,467.12795660873417,0.0,11054.816482604376,-11054.816482604376,242.21469160029727,0.0,0.0,0.0,-242.21469160029727
2305.904445397875,2537.2855478991805,11158.219683068159,0.0,10926.838580566853,2537.2855478991805,242.6183827529644,2305.904445397875,473.99948525427,0.0,11158.219683068159,-11158.219683068159,242.6183827529644,0.0,0.0,0.0,-242.6183827529644
2324.7412694217005,2562.6584033781724,11261.843328725328,0.0,11023.926194768856,2562.6584033781724,243.02274672421936,2324.7412694217005,480.9398806806912,0.0,11261.843328725328,-11261.843328725328,243.02274672421936,0.0,0.0,0.0,-243.02274672421936
2343.762943168739,2588.2849874119543,11365.687997440127,0.0,11121.16595319691,2588.2849874119543,243.42778463542643,2343.762943168739,487.9498288786417,0.0,11365.687997440127,-11365.687997440127,243.42778463542643,0.0,0.0,0.0,-243.42778463542643
2362.971312204126,2614.167837286074,11469.754269602754,0.0,11218.557744520807,2614.167837286074,243.83349760981878,2362.971312204126,495.0300226917666,0.0,11469.754269602754,-11469.754269602754,243.83349760981878,0.0,0.0,0.0,-243.83349760981878
2382.3682405462037,2640.3095156589347,11574.042728148117,0.0,11316.101453035386,2640.3095156589347,244.23988677250182,2382.3682405462037,502.181161885233,0.0,11574.042728148117,-11574.042728148117,244.23988677250182,0.0,0.0,0.0,-244.23988677250182
2401.9556108510515,2666.712610815524,11678.553958574761,0.0,11413.796958610288,2666.712610815524,244.64695325045602,2401.9556108510515,509.4039532149286,0.0,11678.553958574761,-11678.553958574761,244.64695325045602,0.0,0.0,0.0,-244.64695325045602
2421.7353245988647,2693.379736923679,11783.28854896398,0.0,11511.644136639166,2693.379736923679,245.05469817254013,2421.7353245988647,516.6991104973545,0.0,11783.28854896398,-11783.28854896398,245.05469817254013,0.0,0.0,0.0,-245.05469817254013
