Money_M1,Private_Debt,Private_Bonds,Bank_Reserves,Private_NFA,Banks_NFA,NonGov_NFA,Public_NFP,Sector_Balance_Check
3367.0422213507304,3126.9302595910053,13375.976647367543,502.5061174150206,13616.08860912727,662.3941556552954,14278.482764782566,-14278.482764782566,0.0
3390.3609582657964,3158.1995621869155,13484.318713798446,503.34362761071236,13716.480109877326,671.1822315318313,14387.662341409157,-14387.662341409161,-3.637978807091713e-12
3413.907589478931,3189.781557808785,13592.89442410779,504.18253365673024,13817.020455777934,680.056501986584,14497.076957764519,-14497.076957764522,-3.637978807091713e-12
3437.684389522222,3221.6793733868726,13701.704416062965,505.0228378794915,13917.709432198313,689.0178217441421,14606.727253942456,-14606.727253942458,-1.8189894035458565e-12
3461.6936556694027,3253.896167120741,13810.74933041243,505.86454260929065,14018.54681896109,698.0670540606293,14716.613873021719,-14716.61387302172,-1.8189894035458565e-12
3485.9377081632647,3286.4351287919485,13920.029810908723,506.70765018030613,14119.532390280037,707.2050708089901,14826.737461089027,-14826.737461089031,-3.637978807091713e-12
3510.4188904453467,3319.299480079868,14029.546504331709,507.55216293060664,14220.665914697189,716.4327525651279,14937.098667262317,-14937.098667262317,0.0
3535.1395693879167,3352.4924748806666,14139.300060512018,508.39808320215764,14321.947155019268,725.7509886949074,15047.698143714177,-15047.698143714177,0.0
3560.102135528278,3386.0173996294734,14249.29113235473,509.2454133408279,14423.375868253537,735.1606774420234,15158.53654569556,-15158.53654569556,0.0
3585.3090033054145,3419.877573625768,14359.520375863272,510.09415569639594,14524.95180554292,744.6627260167493,15269.61453155967,-15269.61453155967,0.0
3610.7626112990074,3454.0763493620257,14469.988450163532,510.9443126225566,14626.674712100514,754.2580506855747,15380.932762786088,-15380.93276278609,-1.8189894035458565e-12
3636.4654224708365,3488.6171128556457,14580.696017528217,511.79588647692754,14728.544327143409,763.9475768617367,15492.491904005146,-15492.491904005146,0.0
3662.4199244085994,3523.503283984202,14691.643743401431,512.6488796210557,14830.560383825828,773.7322391966582,15604.292623022488,-15604.29262302249,-1.8189894035458565e-12
3688.628629572168,3558.738316824044,14802.832296423489,513.5032944204241,14932.722609171611,783.6129816723001,15716.335590843912,-15716.335590843915,-3.637978807091713e-12
3715.0940755423053,3594.3256999922846,14914.262348455955,514.3591332444582,15035.030724005974,793.5907576944373,15828.621481700411,-15828.621481700415,-3.637978807091713e-12
3741.818825271873,3630.2689569922077,15025.934574606938,515.2163984665323,15137.484442886602,803.666530186867,15941.150973073469,-15941.150973073472,-3.637978807091713e-12
3768.8054673395477,3666.57164656213,15137.8496532566,516.0750924639765,15240.083474034018,813.8412716865582,16053.924745720577,-16053.924745720578,-1.8189894035458565e-12
3796.0566162060786,3703.237363027751,15250.008266082932,516.9352176180831,15342.82751926126,824.1159644397558,16166.943483701016,-16166.943483701018,-1.8189894035458565e-12
3823.574912473102,3740.2697366580287,15362.411098087749,517.7967763141132,15445.71627390282,834.49160049904,16280.207874401862,-16280.207874401864,-1.8189894035458565e-12
3851.36302314455,3777.672434024609,15475.05883762295,518.6597709413035,15548.74942674289,844.9691818213628,16393.718608564253,-16393.718608564253,0.0
3879.4236418906676,3815.449158364855,15587.952176417022,519.5242038928723,15651.926659942834,855.5497203670602,16507.476380309894,-16507.476380309898,-3.637978807091713e-12
3907.7594893146756,3853.6036499485035,15701.091809601785,520.390077566027,15755.247648967956,866.2342381998546,16621.48188716781,-16621.48188716781,0.0
3936.3733132220937,3892.1396864479884,15814.478435739402,521.2573943619705,15858.712062513508,877.0237675878648,16735.735830101374,-16735.735830101374,0.0
3965.2678888927653,3931.0610833124683,15928.112756849643,522.1261566859072,15962.319562429939,887.9193511056105,16850.238913535548,-16850.238913535548,0.0
3994.446019355593,3970.371694145593,16041.995478437402,522.9963669470502,16066.069803647402,898.9220417370502,16964.99184538445,-16964.991845384448,3.637978807091713e-12
4023.9105356660266,4010.0754110870494,16156.127309520482,523.8680275586286,16169.962434099458,910.0329029796512,17079.995337079108,-17079.995337079108,0.0
4053.664297186329,4050.17616519792,16270.508962657635,524.741140937893,16273.997094646043,921.2530089494844,17195.25010359553,-17195.25010359553,0.0
4083.7101918686362,4090.677926849899,16385.141153976885,525.6157095061228,16378.17341899562,932.5834444873858,17310.756863483006,-17310.756863483006,0.0
4114.05113654086,4131.584706118398,16500.024603204092,526.4917356886331,16482.491033626553,944.0253052661706,17426.516338892725,-17426.51633889272,3.637978807091713e-12
4144.690077195433,4172.900553179582,16615.160033691824,527.3692219147808,16586.949557707678,955.5796978989292,17542.529255606605,-17542.5292556066,3.637978807091713e-12
4175.62998928096,4214.629558711378,16730.54817244846,528.2481706179723,16691.54860301804,967.2477400483908,17658.79634306643,-17658.796343066428,3.637978807091713e-12
4206.87387799677,4256.775854298492,16846.189750167618,529.1285842356689,16796.287773865897,979.0305605373915,17775.318334403288,-17775.318334403284,3.637978807091713e-12
4238.4247785904245,4299.343612841477,16962.085501257818,530.010465209395,16901.166667006764,990.929299460448,17892.095966467212,-17892.09596646721,3.637978807091713e-12
4270.285756658192,4342.337048969892,17078.23616387246,530.8938159847439,17006.184871560763,1002.9451082964433,18009.129979857207,-18009.1299798572,7.275957614183426e-12
4302.45990844854,4385.760419459591,17194.642479940077,531.778639011385,17111.341968929024,1015.0791500224359,18126.42111895146,-18126.421118951457,3.637978807091713e-12
4334.950361168644,4429.618023654187,17311.305195194855,532.6649367430706,17216.637532709312,1027.3325992286136,18243.970131937924,-18243.97013193792,3.637978807091713e-12
4367.7602732939795,4473.9142038907285,17428.225059207485,533.5527116376423,17322.071128610733,1039.706642234392,18361.777770845125,-18361.777770845125,0.0
4400.892834880995,4518.653345929636,17545.402825416277,534.4419661570385,17427.642314367637,1052.2024772056789,18479.844791573316,-18479.844791573312,3.637978807091713e-12
4434.351267882927,4563.839879388933,17662.83925115858,535.3327027673002,17533.350639652577,1064.8213142733061,18598.171953925885,-18598.171953925877,7.275957614183426e-12
4468.138826468756,4609.478278182822,17780.535097702512,536.2249239385791,17639.195645988446,1077.5643756526451,18716.76002164109,-18716.760021641086,3.637978807091713e-12
4502.258797345366,4655.57306096465,17898.491130278962,537.1186321451434,17745.17686665968,1090.4328957644275,18835.60976242411,-18835.6097624241,7.275957614183426e-12
4536.714500082918,4702.128791574296,18016.70811811394,538.0138298653851,17851.29382662256,1103.4281213567638,18954.721947979324,-18954.72194797932,3.637978807091713e-12
4571.509287443481,4749.1500794900385,18135.186834461205,538.9105195818275,17957.546042414648,1116.5513116283846,19074.09735404303,-19074.097354043028,3.637978807091713e-12
4606.646545712951,4796.641580284939,18253.928056635214,539.8087037811306,18063.933022063226,1129.8037383531191,19193.736760416345,-19193.73676041634,3.637978807091713e-12
4642.129695036278,4844.607996087788,18372.93256604439,540.7083849540993,18170.45426499288,1143.1866860056098,19313.64095099849,-19313.640950998484,7.275957614183426e-12
